,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement
21531,manual,few,midsize,2007,23.0,31.0,2.4
21532,auto,medium,midsize,2007,18.0,26.0,3.0
21533,manual,medium,midsize,2007,18.0,27.0,3.0
21534,auto,medium,midsize,2007,24.0,32.0,3.0
21535,auto,few,midsize,2007,24.0,33.0,2.0
21536,manual,few,midsize,2007,24.0,33.0,2.0
21537,manual,medium,midsize,2007,17.0,25.0,3.5
21538,auto,medium,midsize,2007,17.0,24.0,3.5
21539,auto,medium,midsize,2007,17.0,23.0,3.5
21540,auto,medium,midsize,2007,17.0,26.0,3.0
21541,auto,medium,midsize,2007,16.0,24.0,4.2
21542,auto,medium,midsize,2007,15.0,21.0,4.2
21543,auto,medium,midsize,2007,16.0,22.0,3.0
21544,auto,few,midsize,2007,21.0,31.0,2.4
21545,manual,few,midsize,2007,21.0,31.0,2.4
21546,auto,medium,midsize,2007,19.0,27.0,2.7
21547,auto,few,midsize,2007,23.0,32.0,2.0
21548,manual,few,midsize,2007,23.0,30.0,2.0
21549,auto,medium,midsize,2007,18.0,27.0,3.5
21550,auto,medium,midsize,2007,18.0,26.0,3.5
21551,auto,medium,midsize,2007,18.0,25.0,3.5
21552,auto,medium,midsize,2007,16.0,23.0,4.3
21553,auto,medium,midsize,2007,17.0,25.0,4.6
21554,auto,medium,midsize,2007,16.0,25.0,4.6
21555,auto,few,midsize,2007,21.0,29.0,2.3
21556,manual,few,midsize,2007,21.0,29.0,2.3
21557,auto,medium,midsize,2007,18.0,26.0,3.0
21558,auto,medium,midsize,2007,17.0,24.0,3.0
21559,auto,medium,midsize,2007,16.0,24.0,3.5
21560,auto,medium,midsize,2007,17.0,25.0,3.5
21561,manual,few,midsize,2007,21.0,29.0,2.3
21562,manual,few,midsize,2007,17.0,23.0,2.3
21563,auto,few,midsize,2007,21.0,29.0,2.3
21564,manual,medium,midsize,2007,17.0,25.0,3.0
21565,auto,medium,midsize,2007,18.0,25.0,3.0
21566,auto,medium,midsize,2007,23.0,32.0,3.0
21567,auto,medium,midsize,2007,17.0,24.0,3.5
21568,auto,medium,midsize,2007,16.0,22.0,3.5
21569,auto,medium,midsize,2007,14.0,21.0,5.5
21570,auto,medium,midsize,2007,14.0,20.0,5.5
21571,auto,medium,midsize,2007,13.0,19.0,6.2
21572,auto,few,midsize,2007,21.0,27.0,2.4
21573,auto,medium,midsize,2007,16.0,25.0,3.8
21574,auto,few,midsize,2007,23.0,31.0,2.5
21575,manual,few,midsize,2007,23.0,32.0,2.5
21576,auto,medium,midsize,2007,19.0,26.0,3.5
21577,manual,medium,midsize,2007,18.0,26.0,3.5
21578,auto,few,midsize,2007,35.0,33.0,2.5
21579,auto,medium,midsize,2007,18.0,26.0,3.5
21580,auto,few,midsize,2007,25.0,33.0,2.0
21581,manual,few,midsize,2007,24.0,31.0,2.0
21582,auto,few,midsize,2007,23.0,30.0,2.5
21583,manual,few,midsize,2007,21.0,29.0,2.5
21584,auto,few,midsize,2007,26.0,33.0,1.8
21585,auto,few,midsize,2007,24.0,32.0,1.8
21586,manual,few,midsize,2007,26.0,31.0,1.8
21587,auto,medium,midsize,2007,17.0,26.0,3.8
21588,auto,medium,midsize,2007,18.0,27.0,3.8
21589,auto,medium,midsize,2007,17.0,26.0,3.8
21590,auto,medium,midsize,2007,16.0,25.0,5.3
21591,auto,many,midsize,2007,11.0,17.0,6.7
21592,auto,many,midsize,2007,11.0,17.0,6.7
21593,manual,few,midsize,2007,18.0,27.0,2.3
21594,auto,few,midsize,2007,17.0,26.0,2.3
21595,auto,medium,midsize,2007,18.0,27.0,3.5
21596,auto,medium,midsize,2007,18.0,26.0,3.6
21597,auto,few,midsize,2007,24.0,32.0,2.4
21598,auto,few,midsize,2007,21.0,30.0,2.4
21599,manual,few,midsize,2007,21.0,31.0,2.4
21600,auto,medium,midsize,2007,19.0,29.0,3.5
21601,auto,few,midsize,2007,33.0,35.0,2.4
21602,auto,few,midsize,2007,48.0,45.0,1.5
21603,manual,few,midsize,2007,21.0,29.0,2.0
21604,auto,few,midsize,2007,19.0,29.0,2.0
21605,auto,medium,midsize,2007,17.0,26.0,3.6
21606,auto,medium,midsize,2007,16.0,24.0,3.6
21607,auto,medium,midsize,2007,16.0,24.0,3.2
21608,auto,medium,midsize,2007,15.0,23.0,4.4
21609,auto,medium,midsize,2007,16.0,25.0,3.2
21610,auto,medium,large,2007,14.0,21.0,4.4
21611,auto,medium,large,2007,16.0,23.0,4.2
21612,auto,many,large,2007,13.0,20.0,6.0
21613,auto,medium,large,2007,9.0,14.0,6.7
21614,auto,medium,large,2007,15.0,23.0,4.8
21615,auto,medium,large,2007,15.0,23.0,4.8
21616,auto,many,large,2007,13.0,20.0,6.0
21617,auto,medium,large,2007,17.0,26.0,3.8
21618,auto,medium,large,2007,15.0,23.0,4.6
21619,auto,medium,large,2007,15.0,23.0,4.6
21620,auto,medium,large,2007,15.0,22.0,4.6
21621,auto,medium,large,2007,13.0,19.0,4.6
21622,auto,medium,large,2007,14.0,19.0,4.6
21623,auto,medium,large,2007,18.0,29.0,3.5
21624,auto,medium,large,2007,15.0,21.0,3.5
21625,auto,medium,large,2007,18.0,29.0,3.5
21626,auto,medium,large,2007,18.0,26.0,3.9
21627,auto,medium,large,2007,16.0,25.0,5.3
21628,auto,medium,large,2007,18.0,27.0,3.5
21629,auto,medium,large,2007,15.0,22.0,3.9
21630,auto,medium,large,2007,15.0,22.0,3.5
21631,auto,medium,large,2007,15.0,22.0,5.7
21632,auto,medium,large,2007,18.0,26.0,2.7
21633,auto,medium,large,2007,17.0,25.0,3.5
21634,auto,medium,large,2007,15.0,23.0,5.7
21635,auto,medium,large,2007,13.0,19.0,6.1
21636,auto,medium,large,2007,18.0,26.0,2.7
21637,auto,medium,large,2007,17.0,25.0,3.5
21638,auto,medium,large,2007,15.0,23.0,5.7
21639,auto,medium,large,2007,13.0,19.0,6.1
21640,auto,medium,large,2007,15.0,22.0,3.5
21641,auto,medium,large,2007,15.0,22.0,5.7
21642,auto,medium,large,2007,15.0,23.0,4.6
21643,auto,medium,large,2007,11.0,16.0,4.6
21644,auto,medium,large,2007,15.0,23.0,4.6
21645,auto,medium,large,2007,17.0,23.0,3.0
21646,auto,medium,large,2007,18.0,26.0,3.0
21647,auto,medium,large,2007,18.0,25.0,3.0
21648,auto,medium,large,2007,17.0,26.0,3.8
21649,auto,few,large,2007,21.0,30.0,2.4
21650,manual,few,large,2007,21.0,31.0,2.4
21651,auto,medium,large,2007,18.0,27.0,3.3
21652,auto,medium,large,2007,16.0,23.0,3.5
21653,auto,medium,large,2007,15.0,22.0,3.5
21654,auto,medium,large,2007,15.0,21.0,4.5
21655,auto,medium,large,2007,15.0,22.0,4.2
21656,auto,medium,large,2007,16.0,25.0,4.2
21657,auto,medium,large,2007,16.0,25.0,4.2
21658,auto,medium,large,2007,16.0,25.0,4.2
21659,auto,medium,large,2007,15.0,22.0,4.2
21660,auto,medium,large,2007,17.0,24.0,3.8
21661,auto,medium,large,2007,15.0,23.0,4.6
21662,auto,medium,large,2007,11.0,16.0,4.6
21663,auto,medium,large,2007,15.0,23.0,4.6
21664,auto,medium,large,2007,17.0,23.0,3.0
21665,auto,medium,large,2007,18.0,26.0,3.0
21666,auto,medium,large,2007,15.0,23.0,4.6
21667,auto,medium,large,2007,11.0,16.0,4.6
21668,auto,medium,large,2007,15.0,23.0,4.6
21669,auto,medium,large,2007,11.0,17.0,4.2
21670,auto,medium,large,2007,11.0,17.0,4.2
21671,auto,many,large,2007,11.0,16.0,5.5
21672,auto,many,large,2007,10.0,16.0,6.0
21673,auto,many,large,2007,11.0,16.0,5.5
21674,auto,many,large,2007,10.0,16.0,6.0
21675,auto,medium,large,2007,15.0,22.0,5.5
21676,auto,medium,large,2007,14.0,20.0,5.5
21677,auto,many,large,2007,11.0,17.0,5.5
21678,auto,many,large,2007,11.0,19.0,6.0
21679,auto,medium,large,2007,19.0,29.0,3.5
21680,manual,few,midsize,2007,21.0,29.0,2.0
21681,auto,few,midsize,2007,22.0,29.0,2.0
21682,auto,medium,midsize,2007,18.0,25.0,3.2
21683,manual,few,midsize,2007,19.0,29.0,2.0
21684,auto,few,midsize,2007,19.0,27.0,2.0
21685,manual,medium,midsize,2007,15.0,25.0,3.1
21686,auto,medium,midsize,2007,17.0,25.0,3.1
21687,manual,medium,midsize,2007,14.0,20.0,4.2
21688,auto,medium,midsize,2007,14.0,21.0,4.2
21689,manual,medium,midsize,2007,18.0,26.0,3.0
21690,auto,medium,midsize,2007,18.0,27.0,3.0
21691,manual,medium,midsize,2007,17.0,26.0,3.0
21692,auto,medium,midsize,2007,18.0,25.0,3.0
21693,auto,few,midsize,2007,18.0,27.0,2.0
21694,manual,few,midsize,2007,19.0,27.0,2.0
21695,auto,few,midsize,2007,26.0,35.0,1.5
21696,manual,few,midsize,2007,28.0,35.0,1.5
21697,auto,few,midsize,2007,26.0,33.0,1.5
21698,auto,few,midsize,2007,25.0,31.0,1.8
21699,manual,few,midsize,2007,26.0,33.0,1.8
21700,manual,few,midsize,2007,19.0,27.0,2.0
21701,auto,few,midsize,2007,18.0,27.0,2.0
21702,manual,medium,midsize,2007,16.0,26.0,2.8
21703,auto,medium,midsize,2007,15.0,26.0,2.8
21704,auto,few,midsize,2007,18.0,24.0,2.5
21705,auto,few,midsize,2007,21.0,26.0,2.5
21706,manual,few,midsize,2007,18.0,25.0,2.5
21707,manual,few,midsize,2007,19.0,26.0,2.5
21708,auto,few,midsize,2007,18.0,27.0,2.0
21709,manual,few,midsize,2007,19.0,27.0,2.0
21710,auto,few,midsize,2007,23.0,30.0,2.0
21711,manual,few,midsize,2007,22.0,27.0,2.0
21712,auto,few,midsize,2007,21.0,27.0,2.0
21713,manual,few,midsize,2007,21.0,26.0,2.0
21714,auto,few,midsize,2007,25.0,31.0,1.8
21715,manual,few,midsize,2007,26.0,33.0,1.8
21716,manual,medium,midsize,2007,17.0,25.0,2.5
21717,auto,medium,midsize,2007,18.0,26.0,2.5
21718,manual,medium,midsize,2007,19.0,26.0,2.4
21719,auto,medium,midsize,2007,19.0,29.0,2.4
21720,manual,medium,midsize,2007,18.0,27.0,2.5
21721,auto,medium,midsize,2007,18.0,27.0,2.5
21722,auto,medium,midsize,2007,17.0,25.0,3.1
21723,manual,medium,midsize,2007,17.0,26.0,3.0
21724,auto,medium,midsize,2007,18.0,25.0,3.0
21725,auto,few,midsize,2007,23.0,31.0,2.0
21726,manual,few,midsize,2007,23.0,33.0,2.0
21727,auto,few,midsize,2007,18.0,26.0,2.4
21728,auto,medium,midsize,2007,18.0,25.0,2.7
21729,manual,few,midsize,2007,19.0,25.0,2.3
21730,auto,few,midsize,2007,18.0,24.0,2.3
21731,manual,medium,midsize,2007,17.0,25.0,3.0
21732,auto,medium,midsize,2007,18.0,25.0,3.0
21733,auto,medium,midsize,2007,16.0,22.0,3.5
21734,auto,medium,midsize,2007,13.0,19.0,6.2
21735,manual,few,midsize,2007,18.0,27.0,2.3
21736,auto,few,midsize,2007,17.0,26.0,2.3
21737,manual,few,midsize,2007,18.0,25.0,2.5
21738,manual,few,midsize,2007,19.0,26.0,2.5
21739,auto,few,midsize,2007,21.0,27.0,2.5
21740,auto,few,midsize,2007,17.0,23.0,2.5
21741,manual,few,midsize,2007,21.0,29.0,2.0
21742,auto,few,midsize,2007,21.0,29.0,2.0
21743,auto,medium,midsize,2007,17.0,26.0,3.6
21744,auto,medium,midsize,2007,16.0,24.0,3.6
21745,auto,medium,midsize,2007,18.0,25.0,2.5
21746,auto,medium,midsize,2007,18.0,26.0,2.5
21747,auto,medium,midsize,2007,18.0,26.0,2.4
21748,manual,medium,midsize,2007,19.0,26.0,2.4
21749,manual,medium,midsize,2007,18.0,24.0,2.4
21750,auto,medium,midsize,2007,18.0,26.0,2.4
21751,auto,medium,midsize,2007,18.0,26.0,2.5
21752,manual,medium,midsize,2007,16.0,22.0,2.5
21753,auto,medium,midsize,2007,15.0,23.0,2.5
21754,auto,medium,large,2007,15.0,20.0,4.3
21755,auto,medium,large,2007,15.0,19.0,4.8
21756,auto,medium,large,2007,15.0,20.0,5.3
21757,auto,medium,large,2007,11.0,15.0,5.3
21758,auto,medium,large,2007,15.0,20.0,5.3
21759,auto,medium,large,2007,14.0,17.0,6.0
21760,auto,medium,large,2007,15.0,20.0,4.3
21761,manual,medium,large,2007,15.0,21.0,4.3
21762,auto,medium,large,2007,15.0,20.0,4.8
