,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement
523,lock-up,medium,midsize,1985,15.0,22.0,4.9528
524,auto,medium,midsize,1985,13.0,15.0,4.9692
525,auto,medium,midsize,1985,13.0,15.0,4.9692
526,auto,medium,midsize,1985,13.0,15.0,4.9692
527,auto,medium,midsize,1985,13.0,15.0,4.9692
528,lock-up,medium,midsize,1985,15.0,22.0,4.9528
529,lock-up,medium,midsize,1985,16.0,20.0,3.7884
530,auto,few,midsize,1985,18.0,22.0,2.296
531,lock-up,medium,midsize,1985,15.0,21.0,4.9528
532,lock-up,medium,midsize,1985,15.0,21.0,4.9528
533,lock-up,medium,midsize,1985,21.0,26.0,2.4436
534,lock-up,medium,midsize,1985,15.0,21.0,4.9528
535,lock-up,medium,midsize,1985,21.0,26.0,2.4436
536,lock-up,medium,midsize,1985,15.0,21.0,4.9528
537,auto,few,midsize,1985,18.0,23.0,2.296
538,lock-up,medium,midsize,1985,17.0,20.0,3.7884
539,lock-up,medium,midsize,1985,15.0,22.0,4.9528
540,lock-up,medium,midsize,1985,7.0,10.0,4.9364
541,lock-up,medium,midsize,1985,7.0,10.0,4.9364
542,auto,medium,midsize,1985,13.0,15.0,4.9692
543,auto,medium,midsize,1985,13.0,15.0,4.9692
544,lock-up,few,midsize,1985,21.0,29.0,2.4764
545,lock-up,medium,midsize,1985,16.0,24.0,2.9684
546,lock-up,medium,midsize,1985,15.0,23.0,2.9684
547,lock-up,medium,midsize,1985,16.0,23.0,3.7884
548,lock-up,medium,midsize,1985,23.0,32.0,4.3132
549,lock-up,medium,midsize,1985,21.0,29.0,4.3132
550,lock-up,medium,midsize,1985,15.0,20.0,5.0348
551,lock-up,medium,midsize,1985,15.0,22.0,5.0348
552,lock-up,medium,midsize,1985,18.0,26.0,5.74
553,lock-up,medium,midsize,1985,15.0,20.0,5.0348
554,lock-up,medium,midsize,1985,18.0,26.0,5.74
555,lock-up,medium,midsize,1985,16.0,22.0,3.7884
556,lock-up,medium,midsize,1985,15.0,20.0,5.0348
557,lock-up,medium,midsize,1985,15.0,21.0,5.0348
558,lock-up,medium,midsize,1985,15.0,21.0,5.0348
559,lock-up,medium,midsize,1985,16.0,23.0,3.7884
560,lock-up,medium,midsize,1985,23.0,32.0,4.3132
561,lock-up,medium,midsize,1985,17.0,22.0,3.7884
562,lock-up,few,midsize,1985,21.0,29.0,2.4764
563,lock-up,medium,midsize,1985,16.0,23.0,2.9684
564,lock-up,medium,midsize,1985,16.0,23.0,2.9684
565,auto,few,midsize,1985,21.0,24.0,2.214
566,auto,few,midsize,1985,18.0,21.0,2.214
567,auto,few,midsize,1985,18.0,21.0,2.5584
568,lock-up,medium,midsize,1985,15.0,20.0,5.2152
569,lock-up,medium,midsize,1985,11.0,14.0,5.2152
570,auto,few,midsize,1985,21.0,26.0,2.214
571,manual,few,midsize,1985,23.0,30.0,2.214
572,auto,few,midsize,1985,19.0,23.0,2.214
573,auto,few,midsize,1985,17.0,22.0,2.214
574,auto,few,midsize,1985,18.0,21.0,2.5584
575,lock-up,medium,midsize,1985,15.0,19.0,5.2152
576,lock-up,medium,midsize,1985,11.0,14.0,5.2152
577,auto,few,midsize,1985,18.0,23.0,2.214
578,manual,few,midsize,1985,22.0,27.0,2.214
579,manual,few,midsize,1985,21.0,31.0,2.214
580,manual,few,midsize,1985,22.0,31.0,2.214
581,auto,few,midsize,1985,19.0,24.0,2.214
582,auto,few,midsize,1985,18.0,21.0,2.5584
583,manual,few,midsize,1985,22.0,30.0,2.214
584,auto,few,midsize,1985,21.0,24.0,2.214
585,auto,few,midsize,1985,18.0,22.0,2.5584
586,lock-up,medium,midsize,1985,16.0,22.0,3.7884
587,lock-up,medium,midsize,1985,15.0,20.0,5.002
588,lock-up,medium,midsize,1985,15.0,20.0,5.002
589,lock-up,medium,midsize,1985,16.0,22.0,3.7884
590,lock-up,medium,midsize,1985,15.0,20.0,5.002
591,lock-up,medium,midsize,1985,15.0,22.0,5.002
592,lock-up,few,midsize,1985,21.0,29.0,2.4764
593,lock-up,medium,midsize,1985,17.0,23.0,2.8372
594,lock-up,medium,midsize,1985,17.0,25.0,2.8372
595,lock-up,medium,midsize,1985,23.0,31.0,4.3132
596,lock-up,medium,midsize,1985,17.0,22.0,3.7884
597,lock-up,medium,midsize,1985,15.0,20.0,5.002
598,lock-up,medium,midsize,1985,15.0,20.0,5.002
599,lock-up,medium,midsize,1985,17.0,22.0,3.7884
600,lock-up,medium,midsize,1985,15.0,20.0,5.002
601,lock-up,medium,midsize,1985,15.0,22.0,5.002
602,lock-up,few,midsize,1985,21.0,29.0,2.4764
603,lock-up,medium,midsize,1985,18.0,25.0,2.8372
604,lock-up,medium,midsize,1985,17.0,25.0,2.8372
605,lock-up,medium,midsize,1985,17.0,24.0,2.8372
606,lock-up,medium,midsize,1985,17.0,26.0,2.8372
607,lock-up,medium,midsize,1985,23.0,32.0,4.3132
608,auto,medium,midsize,1985,8.0,10.0,6.7568
609,auto,medium,midsize,1985,8.0,10.0,6.7568
610,auto,few,midsize,1985,17.0,20.0,2.3124
611,lock-up,few,midsize,1985,19.0,23.0,2.3124
612,manual,few,midsize,1985,17.0,23.0,2.3124
613,manual,few,midsize,1985,21.0,26.0,2.3124
614,auto,few,midsize,1985,17.0,20.0,2.3124
615,lock-up,few,midsize,1985,19.0,23.0,2.3124
616,manual,few,midsize,1985,21.0,26.0,2.3124
617,manual,few,midsize,1985,17.0,23.0,2.3124
618,auto,medium,midsize,1985,16.0,21.0,2.8536
619,auto,medium,midsize,1985,16.0,21.0,2.8536
620,lock-up,medium,midsize,1985,21.0,25.0,2.378
621,manual,medium,midsize,1985,22.0,27.0,2.378
622,lock-up,medium,midsize,1985,21.0,25.0,2.378
623,manual,medium,midsize,1985,22.0,27.0,2.378
624,auto,medium,midsize,1985,15.0,20.0,2.2304
625,manual,medium,midsize,1985,17.0,23.0,2.2304
626,manual,medium,midsize,1985,17.0,23.0,2.2304
627,auto,medium,midsize,1985,15.0,20.0,2.2304
628,lock-up,medium,midsize,1985,15.0,20.0,2.9684
629,lock-up,medium,midsize,1985,15.0,23.0,2.9684
630,lock-up,medium,midsize,1985,16.0,23.0,3.7884
631,lock-up,medium,midsize,1985,23.0,31.0,4.3132
632,lock-up,few,midsize,1985,19.0,26.0,2.4764
633,lock-up,few,midsize,1985,19.0,26.0,2.4764
634,lock-up,medium,midsize,1985,15.0,21.0,2.9684
635,lock-up,medium,midsize,1985,16.0,23.0,2.9684
636,lock-up,medium,midsize,1985,16.0,24.0,3.7884
637,lock-up,medium,midsize,1985,23.0,32.0,4.3132
638,lock-up,few,midsize,1985,21.0,29.0,2.4764
639,manual,few,midsize,1985,21.0,29.0,2.4764
640,lock-up,medium,midsize,1985,16.0,23.0,2.8372
641,lock-up,medium,midsize,1985,17.0,25.0,2.8372
642,lock-up,medium,midsize,1985,23.0,31.0,4.3132
643,lock-up,few,midsize,1985,21.0,29.0,2.4764
644,lock-up,medium,midsize,1985,16.0,23.0,2.8372
645,manual,few,midsize,1985,21.0,29.0,2.4764
646,lock-up,medium,midsize,1985,16.0,22.0,2.8372
647,lock-up,medium,midsize,1985,17.0,23.0,2.8372
648,lock-up,medium,midsize,1985,17.0,25.0,2.8372
649,lock-up,medium,midsize,1985,23.0,32.0,4.3132
650,auto,few,midsize,1985,17.0,22.0,2.214
651,auto,few,midsize,1985,18.0,21.0,2.5584
652,auto,few,midsize,1985,18.0,21.0,2.214
653,auto,few,midsize,1985,18.0,21.0,2.5584
654,auto,few,midsize,1985,19.0,23.0,2.214
655,auto,few,midsize,1985,18.0,21.0,2.5584
656,auto,few,midsize,1985,18.0,22.0,2.214
657,manual,few,midsize,1985,22.0,27.0,2.214
658,manual,few,midsize,1985,21.0,31.0,2.214
659,manual,few,midsize,1985,22.0,31.0,2.214
660,auto,few,midsize,1985,18.0,21.0,2.5584
661,auto,few,midsize,1985,18.0,24.0,2.214
662,manual,few,midsize,1985,23.0,30.0,2.214
663,manual,few,midsize,1985,22.0,30.0,2.214
664,auto,few,midsize,1985,21.0,24.0,2.214
665,lock-up,medium,midsize,1985,16.0,20.0,3.7884
666,lock-up,medium,midsize,1985,17.0,20.0,3.7884
667,lock-up,medium,midsize,1985,16.0,20.0,3.7884
668,lock-up,medium,midsize,1985,17.0,20.0,3.7884
669,auto,medium,midsize,1985,18.0,20.0,3.0012
670,auto,medium,midsize,1985,18.0,20.0,3.0012
671,auto,medium,midsize,1985,19.0,23.0,3.0012
672,lock-up,medium,midsize,1985,15.0,23.0,2.9684
673,lock-up,medium,midsize,1985,16.0,23.0,3.7884
674,lock-up,medium,midsize,1985,23.0,31.0,4.3132
675,lock-up,few,midsize,1985,19.0,26.0,2.4764
676,lock-up,medium,midsize,1985,15.0,20.0,2.9684
677,lock-up,few,midsize,1985,19.0,26.0,2.4764
678,lock-up,medium,midsize,1985,15.0,21.0,2.9684
679,lock-up,medium,midsize,1985,16.0,23.0,2.9684
680,lock-up,medium,midsize,1985,16.0,24.0,3.7884
681,lock-up,medium,midsize,1985,23.0,32.0,4.3132
682,auto,few,midsize,1985,22.0,23.0,2.3124
683,auto,few,midsize,1985,18.0,19.0,1.9680000000000002
684,manual,few,midsize,1985,17.0,22.0,1.9680000000000002
685,auto,few,midsize,1985,22.0,23.0,2.3124
686,auto,few,midsize,1985,18.0,22.0,2.214
687,manual,few,midsize,1985,22.0,27.0,2.214
688,manual,few,midsize,1985,21.0,31.0,2.214
689,manual,few,midsize,1985,22.0,31.0,2.214
690,auto,few,midsize,1985,19.0,23.0,2.214
691,auto,few,midsize,1985,18.0,21.0,2.5584
692,manual,few,midsize,1985,22.0,30.0,2.214
693,auto,few,midsize,1985,21.0,24.0,2.214
694,auto,few,midsize,1985,18.0,21.0,2.5584
695,auto,few,midsize,1985,18.0,24.0,2.214
696,manual,few,midsize,1985,23.0,30.0,2.214
697,lock-up,medium,midsize,1985,23.0,31.0,4.3132
698,lock-up,medium,midsize,1985,17.0,25.0,2.8372
699,lock-up,medium,midsize,1985,23.0,32.0,4.3132
700,lock-up,medium,midsize,1985,17.0,25.0,2.8372
701,lock-up,medium,midsize,1985,16.0,22.0,2.8372
702,lock-up,medium,midsize,1985,16.0,23.0,2.8372
703,lock-up,medium,midsize,1985,17.0,23.0,2.8372
704,lock-up,few,midsize,1985,19.0,26.0,2.4764
705,lock-up,medium,midsize,1985,16.0,23.0,2.8372
706,lock-up,few,midsize,1985,19.0,26.0,2.4764
707,lock-up,medium,midsize,1985,17.0,22.0,2.7552
708,lock-up,medium,midsize,1985,17.0,22.0,2.7552
709,auto,few,midsize,1985,15.0,20.0,2.1319999999999997
710,manual,few,midsize,1985,15.0,21.0,2.1319999999999997
711,auto,few,midsize,1985,18.0,22.0,2.3124
712,auto,few,midsize,1985,15.0,20.0,2.1319999999999997
713,manual,few,midsize,1985,21.0,26.0,2.3124
714,manual,few,midsize,1985,15.0,20.0,2.1319999999999997
715,auto,few,midsize,1985,18.0,22.0,2.3124
716,manual,few,midsize,1985,21.0,26.0,2.3124
717,manual,medium,small,1985,17.0,24.0,2.4928
718,manual,medium,small,1985,17.0,24.0,2.4928
719,auto,few,small,1985,35.0,39.0,1.0004
720,manual,few,small,1985,39.0,47.0,1.0004
721,auto,few,small,1985,35.0,39.0,1.0004
722,manual,few,small,1985,39.0,47.0,1.0004
723,manual,medium,small,1985,9.0,15.0,2.9356
724,manual,medium,small,1985,9.0,15.0,2.9356
725,auto,medium,small,1985,11.0,13.0,2.4928
726,manual,medium,small,1985,11.0,17.0,2.4928
727,manual,medium,small,1985,13.0,17.0,2.4928
728,auto,medium,small,1985,11.0,13.0,2.4928
729,auto,few,small,1985,35.0,39.0,1.0004
730,manual,few,small,1985,39.0,47.0,1.0004
731,auto,few,small,1985,35.0,39.0,1.0004
732,manual,few,small,1985,39.0,47.0,1.0004
733,manual,few,small,1985,21.0,26.0,1.7876
734,auto,few,small,1985,21.0,23.0,1.7876
735,auto,few,small,1985,21.0,23.0,1.7876
736,manual,few,small,1985,21.0,26.0,1.7876
737,manual,few,large,1985,26.0,30.0,2.2468
738,manual,few,large,1985,25.0,30.0,2.2468
739,lock-up,few,large,1985,18.0,25.0,2.4764
740,manual,few,large,1985,19.0,24.0,2.4764
741,manual,few,large,1985,21.0,26.0,2.4764
742,lock-up,medium,large,1985,17.0,23.0,2.8372
743,manual,medium,large,1985,17.0,23.0,2.8372
744,manual,medium,large,1985,16.0,23.0,2.8372
745,lock-up,few,large,1985,18.0,25.0,2.4764
746,manual,few,large,1985,19.0,24.0,2.4764
747,manual,few,large,1985,21.0,26.0,2.4764
748,lock-up,medium,large,1985,15.0,22.0,2.8372
749,manual,few,large,1985,21.0,27.0,1.9516
750,manual,few,large,1985,26.0,31.0,2.2468
751,manual,few,large,1985,26.0,33.0,2.2468
752,manual,medium,large,1985,16.0,23.0,2.8372
753,manual,medium,large,1985,15.0,23.0,2.8372
754,manual,few,large,1985,19.0,23.0,2.0008
755,manual,few,large,1985,21.0,25.0,2.0008
756,auto,few,large,1985,18.0,20.0,2.0008
757,auto,few,large,1985,21.0,22.0,2.0008
758,manual,few,large,1985,19.0,23.0,2.0008
759,manual,few,large,1985,21.0,24.0,2.0008
760,manual,few,large,1985,21.0,25.0,2.0008
761,auto,few,large,1985,18.0,20.0,2.0008
762,manual,few,large,1985,21.0,25.0,2.0008
763,lock-up,few,large,1985,18.0,23.0,2.296
764,manual,few,large,1985,22.0,26.0,2.296
765,lock-up,medium,large,1985,15.0,20.0,2.8044
766,manual,medium,large,1985,16.0,21.0,2.8044
767,lock-up,few,large,1985,18.0,22.0,2.296
768,manual,few,large,1985,23.0,27.0,2.296
769,manual,few,large,1985,25.0,30.0,2.296
770,lock-up,medium,large,1985,16.0,22.0,2.8044
771,manual,few,large,1985,21.0,25.0,2.0008
772,manual,few,large,1985,26.0,30.0,2.2468
773,manual,few,large,1985,25.0,30.0,2.2468
774,lock-up,few,large,1985,18.0,25.0,2.4764
775,manual,few,large,1985,19.0,24.0,2.4764
776,manual,few,large,1985,21.0,26.0,2.4764
777,lock-up,medium,large,1985,17.0,23.0,2.8372
778,manual,medium,large,1985,17.0,23.0,2.8372
779,manual,medium,large,1985,16.0,23.0,2.8372
780,manual,medium,large,1985,15.0,23.0,2.8372
781,manual,few,large,1985,21.0,27.0,1.9516
782,manual,medium,large,1985,16.0,23.0,2.8372
783,lock-up,medium,large,1985,15.0,22.0,2.8372
784,manual,few,large,1985,26.0,31.0,2.2468
785,manual,few,large,1985,21.0,26.0,2.4764
786,manual,few,large,1985,26.0,33.0,2.2468
787,manual,few,large,1985,19.0,24.0,2.4764
788,lock-up,few,large,1985,18.0,25.0,2.4764
789,manual,few,large,1985,19.0,25.0,1.9516
790,auto,few,large,1985,23.0,25.0,2.2468
791,manual,few,large,1985,21.0,26.0,1.9516
792,auto,few,large,1985,18.0,20.0,1.9516
793,manual,few,large,1985,22.0,29.0,1.9516
794,manual,few,large,1985,21.0,26.0,1.9516
795,auto,few,large,1985,23.0,25.0,2.2468
796,manual,few,large,1985,30.0,35.0,2.2468
797,manual,few,large,1985,28.0,33.0,2.2468
798,manual,few,large,1985,26.0,31.0,2.2468
799,auto,few,large,1985,18.0,20.0,1.9516
800,manual,few,large,1985,22.0,29.0,1.9516
801,manual,few,large,1985,18.0,23.0,2.5584
802,manual,few,large,1985,19.0,23.0,2.0008
803,auto,few,large,1985,18.0,20.0,2.5584
804,auto,few,large,1985,18.0,20.0,2.5584
805,manual,few,large,1985,18.0,24.0,2.5584
806,manual,few,large,1985,18.0,23.0,2.5584
807,manual,few,large,1985,19.0,23.0,2.0008
808,manual,few,large,1985,21.0,24.0,2.0008
809,manual,few,large,1985,21.0,25.0,2.0008
810,manual,few,large,1985,21.0,25.0,2.0008
811,manual,few,large,1985,26.0,31.0,2.3452
812,manual,few,large,1985,24.0,27.0,2.3452
813,auto,few,large,1985,18.0,20.0,2.5584
814,manual,few,large,1985,21.0,25.0,2.0008
815,lock-up,few,large,1985,18.0,21.0,2.3944
816,manual,few,large,1985,18.0,23.0,2.3944
817,manual,few,large,1985,24.0,29.0,2.4928
818,manual,few,large,1985,23.0,29.0,1.9516
819,manual,few,large,1985,26.0,30.0,2.4928
820,manual,few,large,1985,19.0,24.0,2.3944
821,lock-up,few,large,1985,18.0,20.0,2.3944
822,manual,few,large,1985,28.0,32.0,2.4436
823,manual,few,large,1985,26.0,31.0,2.4436
824,manual,few,large,1985,21.0,25.0,2.3616
825,auto,few,large,1985,19.0,21.0,2.3616
826,manual,few,large,1985,22.0,26.0,2.3616
827,manual,few,large,1985,26.0,27.0,2.4436
828,auto,few,large,1985,19.0,22.0,2.3616
829,lock-up,few,large,1985,18.0,22.0,2.3616
830,manual,few,large,1985,19.0,24.0,2.3616
831,auto,few,large,1985,21.0,23.0,2.3616
832,lock-up,few,large,1985,18.0,22.0,2.3616
833,manual,few,large,1985,21.0,25.0,2.3616
834,manual,few,large,1985,23.0,29.0,2.3616
835,auto,few,large,1985,21.0,23.0,2.3616
836,manual,few,large,1985,21.0,25.0,2.3616
837,manual,few,large,1985,17.0,20.0,2.5584
838,manual,few,large,1985,17.0,20.0,2.5584
839,manual,few,large,1985,22.0,24.0,2.3452
840,auto,few,large,1985,17.0,17.0,2.5584
841,manual,few,large,1985,18.0,21.0,2.5584
842,auto,few,large,1985,17.0,17.0,2.5584
843,manual,few,large,1985,24.0,27.0,2.3452
844,auto,few,large,1985,17.0,17.0,2.5584
845,lock-up,medium,large,1985,15.0,20.0,2.8044
846,manual,medium,large,1985,16.0,20.0,2.8044
847,manual,few,large,1985,21.0,25.0,2.296
848,lock-up,medium,large,1985,15.0,20.0,2.8044
849,manual,few,large,1985,21.0,26.0,2.296
850,manual,medium,large,1985,17.0,21.0,2.8044
851,manual,few,large,1985,23.0,26.0,2.296
852,manual,few,large,1985,23.0,25.0,2.2468
853,manual,few,large,1985,18.0,20.0,1.9516
854,manual,few,large,1985,18.0,21.0,1.9516
855,manual,few,large,1985,23.0,25.0,2.2468
856,manual,few,large,1985,16.0,17.0,2.46
857,manual,few,large,1985,16.0,17.0,2.46
858,auto,medium,large,1985,15.0,17.0,4.2312
859,manual,medium,large,1985,15.0,17.0,4.2312
860,manual,few,large,1985,17.0,19.0,2.46
861,auto,medium,large,1985,15.0,17.0,4.2312
862,manual,medium,large,1985,15.0,17.0,4.2312
863,manual,few,large,1985,17.0,19.0,2.46
864,manual,medium,large,1985,15.0,20.0,4.2312
865,manual,medium,large,1985,15.0,20.0,4.2312
866,manual,few,large,1985,18.0,21.0,2.5584
867,manual,few,large,1985,17.0,20.0,2.5584
868,manual,few,large,1985,24.0,27.0,2.3452
869,manual,few,large,1985,22.0,24.0,2.3452
870,manual,few,large,1985,17.0,20.0,2.5584
871,manual,few,midsize,1985,22.0,29.0,1.9844
872,lock-up,few,midsize,1985,19.0,26.0,1.9844
873,lock-up,few,midsize,1985,21.0,29.0,1.804
874,lock-up,few,midsize,1985,21.0,29.0,1.804
875,manual,few,midsize,1985,23.0,32.0,1.804
876,lock-up,few,midsize,1985,22.0,27.0,1.9844
877,manual,few,midsize,1985,23.0,32.0,1.9844
878,manual,few,midsize,1985,23.0,32.0,1.804
879,lock-up,few,midsize,1985,19.0,26.0,1.9844
880,manual,few,midsize,1985,22.0,29.0,1.9844
881,manual,few,midsize,1985,21.0,29.0,1.9844
882,lock-up,medium,midsize,1985,17.0,23.0,2.8372
883,manual,medium,midsize,1985,15.0,21.0,2.8372
884,lock-up,few,midsize,1985,22.0,27.0,1.9844
885,manual,few,midsize,1985,23.0,32.0,1.9844
886,manual,few,midsize,1985,21.0,30.0,1.9844
887,lock-up,medium,midsize,1985,17.0,24.0,2.8372
888,manual,medium,midsize,1985,16.0,21.0,2.8372
889,lock-up,few,midsize,1985,21.0,23.0,2.0008
890,manual,few,midsize,1985,21.0,27.0,2.0008
891,lock-up,few,midsize,1985,21.0,23.0,2.0008
892,manual,few,midsize,1985,21.0,27.0,2.0008
893,manual,few,midsize,1985,24.0,33.0,1.8532
894,auto,few,midsize,1985,22.0,27.0,1.6072
895,manual,few,midsize,1985,23.0,32.0,1.6072
896,manual,few,midsize,1985,22.0,32.0,1.6072
897,auto,few,midsize,1985,21.0,26.0,1.6072
898,manual,few,midsize,1985,23.0,31.0,1.6072
899,auto,few,midsize,1985,23.0,29.0,1.8532
900,manual,few,midsize,1985,23.0,33.0,1.8532
901,manual,few,midsize,1985,31.0,39.0,2.0008
902,auto,few,midsize,1985,23.0,29.0,1.8532
903,manual,few,midsize,1985,28.0,39.0,1.8532
904,manual,few,midsize,1985,23.0,33.0,1.8532
905,auto,few,midsize,1985,22.0,27.0,1.6072
906,manual,few,midsize,1985,22.0,30.0,1.6072
907,manual,few,midsize,1985,31.0,39.0,2.0008
908,manual,few,midsize,1985,23.0,32.0,1.6072
909,manual,few,midsize,1985,22.0,32.0,1.6072
910,auto,few,midsize,1985,21.0,26.0,1.6072
911,lock-up,few,midsize,1985,25.0,29.0,1.4924
912,manual,few,midsize,1985,28.0,33.0,1.4924
913,manual,few,midsize,1985,23.0,26.0,1.4924
914,lock-up,few,midsize,1985,23.0,26.0,1.4924
915,manual,few,midsize,1985,26.0,31.0,1.4924
916,manual,few,midsize,1985,23.0,26.0,1.4924
917,manual,few,midsize,1985,24.0,33.0,1.8532
918,auto,few,midsize,1985,22.0,27.0,1.6072
919,manual,few,midsize,1985,23.0,32.0,1.6072
920,manual,few,midsize,1985,22.0,32.0,1.6072
921,auto,few,midsize,1985,23.0,29.0,1.8532
922,manual,few,midsize,1985,28.0,39.0,1.8532
923,manual,few,midsize,1985,23.0,33.0,1.8532
924,manual,few,midsize,1985,31.0,39.0,2.0008
925,manual,few,midsize,1985,23.0,32.0,1.6072
926,auto,few,midsize,1985,22.0,27.0,1.6072
927,manual,few,midsize,1985,22.0,32.0,1.6072
928,manual,few,midsize,1985,31.0,39.0,2.0008
929,auto,few,midsize,1985,23.0,29.0,1.8532
930,manual,few,midsize,1985,23.0,33.0,1.8532
931,auto,few,midsize,1985,19.0,21.0,1.4924
932,manual,few,midsize,1985,22.0,26.0,1.4924
933,manual,few,midsize,1985,22.0,27.0,1.4924
934,lock-up,few,midsize,1985,21.0,23.0,2.0008
935,lock-up,few,midsize,1985,23.0,27.0,1.6072
936,manual,few,midsize,1985,26.0,33.0,1.6072
937,lock-up,medium,midsize,1985,15.0,20.0,2.9684
938,lock-up,few,midsize,1985,23.0,27.0,1.6072
939,manual,few,midsize,1985,26.0,35.0,1.6072
940,lock-up,medium,midsize,1985,15.0,20.0,2.9684
941,manual,few,midsize,1985,26.0,33.0,1.6072
942,lock-up,few,midsize,1985,23.0,27.0,1.6072
943,manual,medium,midsize,1985,15.0,21.0,2.8372
944,lock-up,few,midsize,1985,21.0,29.0,1.804
945,manual,few,midsize,1985,23.0,32.0,1.804
946,lock-up,few,midsize,1985,19.0,26.0,1.9844
947,manual,few,midsize,1985,22.0,29.0,1.9844
948,lock-up,medium,midsize,1985,17.0,24.0,2.8372
949,manual,few,midsize,1985,23.0,32.0,1.9844
950,lock-up,medium,midsize,1985,17.0,24.0,2.8372
951,manual,medium,midsize,1985,16.0,21.0,2.8372
952,lock-up,few,midsize,1985,22.0,27.0,1.9844
953,manual,few,midsize,1985,23.0,32.0,1.804
954,lock-up,few,midsize,1985,21.0,29.0,1.804
955,lock-up,few,midsize,1985,21.0,23.0,2.0008
956,manual,few,midsize,1985,21.0,27.0,2.0008
957,lock-up,few,midsize,1985,21.0,23.0,2.0008
958,manual,few,midsize,1985,21.0,27.0,2.0008
959,manual,few,midsize,1985,22.0,29.0,1.9844
960,lock-up,few,midsize,1985,21.0,29.0,1.804
961,manual,few,midsize,1985,23.0,32.0,1.804
962,lock-up,few,midsize,1985,21.0,29.0,1.804
963,manual,few,midsize,1985,23.0,32.0,1.804
964,manual,few,midsize,1985,23.0,32.0,1.9844
965,auto,few,midsize,1985,18.0,22.0,2.1648
966,manual,few,midsize,1985,21.0,29.0,2.1648
967,auto,few,midsize,1985,18.0,22.0,2.1648
968,manual,few,midsize,1985,21.0,29.0,2.1648
969,lock-up,few,midsize,1985,22.0,26.0,1.7876
970,lock-up,few,midsize,1985,21.0,24.0,1.7876
971,manual,few,midsize,1985,22.0,29.0,1.7876
972,manual,few,midsize,1985,23.0,29.0,1.7876
973,lock-up,few,midsize,1985,21.0,26.0,1.7876
974,manual,few,midsize,1985,23.0,29.0,1.7876
975,lock-up,few,midsize,1985,21.0,24.0,1.7876
976,manual,few,midsize,1985,22.0,29.0,1.7876
977,auto,few,midsize,1985,25.0,27.0,1.4596
978,manual,few,midsize,1985,26.0,35.0,1.4596
979,auto,few,midsize,1985,22.0,25.0,1.4596
980,manual,few,midsize,1985,23.0,29.0,1.4596
981,auto,few,midsize,1985,21.0,23.0,1.4596
982,manual,few,midsize,1985,23.0,29.0,1.4596
983,auto,few,midsize,1985,25.0,29.0,1.4596
984,manual,few,midsize,1985,26.0,33.0,1.4596
985,manual,few,midsize,1985,22.0,29.0,1.7876
986,auto,few,midsize,1985,19.0,23.0,1.7876
987,manual,medium,midsize,1985,15.0,20.0,2.2304
988,manual,few,midsize,1985,28.0,35.0,1.5908
989,manual,medium,midsize,1985,15.0,20.0,2.2304
990,auto,few,midsize,1985,19.0,23.0,1.7876
991,manual,few,midsize,1985,22.0,29.0,1.7876
992,manual,few,midsize,1985,28.0,35.0,1.5908
993,lock-up,medium,large,1985,15.0,21.0,4.2968
994,lock-up,medium,large,1985,14.0,17.0,5.002
995,lock-up,medium,large,1985,14.0,20.0,5.002
996,auto,medium,large,1985,16.0,17.0,4.2968
997,lock-up,medium,large,1985,15.0,20.0,4.2968
998,manual,medium,large,1985,16.0,19.0,4.2968
999,manual,medium,large,1985,15.0,20.0,4.2968
