,transmission,cylinder,car_size,year,mpg_city,mpg_highway,displacement,Emb_dim1,Emb_dim2
8967,lock-up,medium,large,1993,16.0,24.0,4.6084,5.506954669952393,8.434412002563477
19786,auto,medium,large,2005,15.0,21.0,3.5,-25.30810546875,-1.495255708694458
13221,auto,few,midsize,1998,18.0,22.0,1.8,-2.319641351699829,-2.530538320541382
5167,lock-up,medium,midsize,1989,15.0,22.0,5.0348,13.499852180480957,15.726058006286621
5747,lock-up,few,small,1989,18.0,24.0,2.2632,19.51373291015625,5.19871187210083
14718,manual,few,large,2000,16.0,20.0,2.4,-13.479283332824707,5.125002384185791
21282,manual,medium,small,2007,15.0,20.0,4.8,-31.30433464050293,3.205125331878662
2985,manual,few,small,1987,19.0,27.0,2.296,26.379066467285156,2.9366798400878906
3035,manual,few,small,1987,18.0,29.0,1.9844,26.572498321533203,-11.017306327819824
2809,manual,few,large,1986,23.0,26.0,2.296,30.917179107666016,-3.532230854034424
1177,auto,medium,large,1985,11.0,13.0,4.92,-0.28480786085128784,38.3032112121582
14662,manual,medium,large,2000,16.0,21.0,3.0,-12.98095703125,3.835958480834961
20407,auto,medium,midsize,2006,18.0,26.0,2.7,-16.3756046295166,-18.67903709411621
3099,lock-up,medium,large,1987,16.0,23.0,5.0348,21.657379150390625,13.492883682250977
16030,auto,few,small,2002,23.0,29.0,2.0,-0.45582178235054016,-24.94234275817871
10286,lock-up,medium,small,1994,16.0,21.0,2.9684,0.2389310598373413,10.288154602050781
12506,lock-up,medium,large,1997,15.0,20.0,4.2968,-8.30161190032959,9.780011177062988
17756,auto,medium,midsize,2003,14.0,17.0,3.7,-24.099031448364258,14.600726127624512
11917,manual,medium,small,1997,17.0,24.0,2.7716,-0.16533935070037842,-3.771477699279785
13652,manual,medium,midsize,1999,18.0,25.0,2.5,-2.3230936527252197,-7.481898784637451
20399,auto,medium,midsize,2006,17.0,24.0,3.9,-21.606231689453125,-13.053407669067383
13135,auto,medium,large,1998,13.0,17.0,5.7,-16.71049690246582,22.009939193725586
17499,auto,medium,large,2003,14.0,19.0,4.3,-22.38154411315918,6.252956867218018
21212,manual,medium,small,2007,13.0,19.0,4.2,-31.95772933959961,6.951380729675293
7951,auto,few,small,1992,24.0,30.0,1.5908,15.909955024719238,-18.34943962097168
13904,auto,medium,large,1999,14.0,16.0,3.9,-18.083242416381836,21.08755874633789
11966,manual,few,small,1997,24.0,31.0,1.6072,9.537358283996582,-24.59651756286621
13349,auto,few,small,1999,18.0,25.0,2.0,-2.6328611373901367,-7.317549228668213
10353,lock-up,few,small,1994,21.0,29.0,1.9024,12.4744873046875,-15.255461692810059
18318,auto,many,large,2004,14.0,21.0,6.0,-27.655838012695312,-1.5804060697555542
21267,auto,medium,small,2007,10.0,15.0,6.7,-33.98210906982422,16.509824752807617
2322,lock-up,few,midsize,1986,21.0,22.0,2.0008,33.953338623046875,2.90484619140625
10927,lock-up,medium,large,1995,15.0,20.0,4.2968,-2.2843921184539795,11.914027214050293
18097,auto,few,small,2004,21.0,27.0,1.8,-8.198378562927246,-22.32645034790039
3557,manual,medium,large,1987,10.0,13.0,5.2152,-1.879326343536377,37.65521240234375
541,lock-up,medium,midsize,1985,7.0,10.0,4.9364,-2.385087490081787,40.52487564086914
9875,lock-up,medium,midsize,1994,14.0,20.0,4.4936,-1.6526778936386108,12.78861141204834
11457,lock-up,few,midsize,1996,18.0,26.0,2.4272,5.241097927093506,-5.40129280090332
13053,manual,medium,large,1998,15.0,20.0,4.0,-9.699653625488281,8.774508476257324
19703,auto,few,large,2005,15.0,21.0,2.8,-24.811677932739258,-1.962164282798767
17204,auto,medium,large,2003,15.0,25.0,3.8,-18.019920349121094,-7.916460037231445
14900,auto,medium,midsize,2000,15.0,19.0,3.2,-13.320647239685059,7.157181262969971
784,manual,few,large,1985,26.0,31.0,2.2468,29.00868797302246,-21.047693252563477
3086,auto,few,small,1987,18.0,22.0,2.3124,29.211278915405273,13.332047462463379
14541,auto,medium,large,2000,17.0,27.0,3.8,-2.811126232147217,-11.196981430053711
20780,manual,medium,large,2006,15.0,19.0,4.0,-30.21050262451172,3.5049970149993896
9496,lock-up,few,small,1993,21.0,27.0,2.0008,14.222289085388184,-11.483391761779785
8583,manual,few,small,1992,19.0,24.0,2.2632,13.002338409423828,2.585186004638672
1787,manual,few,large,1985,19.0,26.0,2.4764,28.901548385620117,4.991256237030029
23011,manual,medium,large,2008,15.0,19.0,4.0,-33.11077117919922,4.0059428215026855
19748,auto,medium,large,2005,15.0,20.0,4.3,-27.807653427124023,1.8928202390670776
9455,manual,few,small,1993,23.0,32.0,1.4924,15.540912628173828,-20.776592254638672
7017,lock-up,few,small,1991,21.0,25.0,2.214,16.79046630859375,-3.4998130798339844
